web-scraper-order,web-scraper-start-url,img-src,name,Socket,form factor,memory max,memory slots,color,price,link,link-href,rating
"1672962553-577","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/06c83993f13e65431b816b259ad68912.256p.jpg","MSI PRO B660M-G DDR4","Socket / CPULGA1700","Form FactorMicro ATX","64","2","ColorBlack / Silver","118.49","MSI PRO B660M-G DDR4         (0)","https://es.pcpartpicker.com/product/FmKKHx/msi-pro-b660m-g-ddr4-micro-atx-lga1700-motherboard-pro-b660m-g-ddr4","null"
"1672962555-578","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/abb3f185ea2937925b5156bab3c1d1e6.256p.jpg","Asus PRIME B560M-K","Socket / CPULGA1200","Form FactorMicro ATX","64","2","ColorSilver / Black","117.96","Asus PRIME B560M-K         (0)","https://es.pcpartpicker.com/product/WGjBD3/asus-prime-b560m-k-micro-atx-lga1200-motherboard-prime-b560m-k","null"
"1672962557-579","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/fe5d9f5248603768fc736ddda80f445c.256p.jpg","ASRock B365 Pro4","Socket / CPULGA1151","Form FactorATX","64","4","ColorBlack / Silver","117.84","ASRock B365 Pro4         (7)","https://es.pcpartpicker.com/product/3rNv6h/asrock-b365-pro4-atx-lga1151-motherboard-b365-pro4","(7 Ratings, 4.3 Average)"
"1672962560-580","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","https://m.media-amazon.com/images/I/51ZFaAVMRfL.jpg","ASRock B450 Steel Legend","Socket / CPUAM4","Form FactorATX","64","4","ColorBlack / Silver","117.52","ASRock B450 Steel Legend         (39)","https://es.pcpartpicker.com/product/wb7v6h/asrock-b450-steel-legend-atx-am4-motherboard-b450-steel-legend","(39 Ratings, 4.5 Average)"
"1672962562-581","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/261c4a960a7327dd0eca4d69e9dd7ad7.256p.jpg","Gigabyte B660M GAMING DDR4","Socket / CPULGA1700","Form FactorMicro ATX","64","2","ColorBlack / Red","117.49","Gigabyte B660M GAMING DDR4         (0)","https://es.pcpartpicker.com/product/FQYmP6/gigabyte-b660m-gaming-ddr4-micro-atx-lga1700-motherboard-b660m-gaming-ddr4","null"
"1672962564-582","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/93347fe3535e41ef58259d3a0fc6171c.256p.jpg","ASRock X370 Pro4","Socket / CPUAM4","Form FactorATX","64","4","ColorBlack / White","116.95","ASRock X370 Pro4         (10)","https://es.pcpartpicker.com/product/ps8j4D/asrock-x370-pro4-atx-am4-motherboard-x370-pro4","(10 Ratings, 4.1 Average)"
"1672962567-583","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/27077329a38f377a72a5c6a990d877df.256p.jpg","MSI PRO B660M-P DDR4","Socket / CPULGA1700","Form FactorMicro ATX","128","4","ColorBlack / Silver","116.80","MSI PRO B660M-P DDR4         (0)","https://es.pcpartpicker.com/product/rkrRsY/msi-pro-b660m-p-ddr4-micro-atx-lga1700-motherboard-pro-b660m-p-ddr4","null"
"1672962569-584","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/8d6650f909c0c0fb53bc04e7fdf163d7.256p.jpg","Gigabyte H310M H","Socket / CPULGA1151","Form FactorMicro ATX","32","2","ColorSilver / Brown","116.60","Gigabyte H310M H         (1)","https://es.pcpartpicker.com/product/tK22FT/gigabyte-h310m-h-micro-atx-lga1151-motherboard-h310m-h","(1 Rating, 4.0 Average)"
"1672962571-585","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","https://m.media-amazon.com/images/I/41mza9jH1AL.jpg","Biostar H610MX-E","Socket / CPULGA1700","Form FactorMicro ATX","64","2","ColorGray / Black","115.80","Biostar H610MX-E         (0)","https://es.pcpartpicker.com/product/B3M48d/biostar-h610mx-e-micro-atx-lga1700-motherboard-h610mx-e","null"
"1672962574-586","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/5b3b511ce356a0864ea70dea96e86d04.256p.jpg","MSI PRO B660M-E DDR4","Socket / CPULGA1700","Form FactorMicro ATX","64","2","ColorBlack / Silver","115.44","MSI PRO B660M-E DDR4         (0)","https://es.pcpartpicker.com/product/3NTp99/msi-pro-b660m-e-ddr4-micro-atx-lga1700-motherboard-pro-b660m-e-ddr4","null"
"1672962576-587","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/23d8f4dd3b953b1dcc86841972621020.256p.jpg","Asus PRIME B460M-K","Socket / CPULGA1200","Form FactorMicro ATX","64","2","ColorSilver / Black","114.90","Asus PRIME B460M-K         (0)","https://es.pcpartpicker.com/product/rNmFf7/asus-prime-b460m-k-micro-atx-lga1200-motherboard-prime-b460m-k","null"
"1672962578-588","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/2c8bf49b0c87926c8fd3881f87d72ea1.256p.jpg","Asus PRIME H510M-A WIFI","Socket / CPULGA1200","Form FactorMicro ATX","64","2","ColorBlack / Silver","112.85","Asus PRIME H510M-A WIFI         (0)","https://es.pcpartpicker.com/product/RBrRsY/asus-prime-h510m-a-wifi-micro-atx-lga1200-motherboard-prime-h510m-a-wifi","null"
"1672962581-589","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/491312c7eb6c3a47c8a7c53e063b397e.256p.jpg","MSI B450-A PRO MAX","Socket / CPUAM4","Form FactorATX","64","4","ColorBrown / Black","112.82","MSI B450-A PRO MAX         (34)","https://es.pcpartpicker.com/product/XJbCmG/msi-b450-a-pro-max-atx-am4-motherboard-b450-a-pro-max","(34 Ratings, 4.6 Average)"
"1672962583-590","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/9a09d966167a7cdc937d39d9bf9edc8b.256p.jpg","Gigabyte B660M DS3H DDR4","Socket / CPULGA1700","Form FactorMicro ATX","128","4","ColorBlack","112.49","Gigabyte B660M DS3H DDR4         (7)","https://es.pcpartpicker.com/product/Z6ddnQ/gigabyte-b660m-ds3h-ddr4-micro-atx-lga1700-motherboard-b660m-ds3h-ddr4","(7 Ratings, 4.7 Average)"
"1672962585-591","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/44867ec7814048eb5afc863cc9bc1de3.256p.jpg","ASRock A520M-HDV","Socket / CPUAM4","Form FactorMicro ATX","64","2","ColorBlack / Silver","112.08","ASRock A520M-HDV         (2)","https://es.pcpartpicker.com/product/bWqBD3/asrock-a520m-hdv-micro-atx-am4-motherboard-a520m-hdv","(2 Ratings, 3.5 Average)"
"1672962587-592","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","https://m.media-amazon.com/images/I/416y1QTcebL.jpg","Biostar H610MH","Socket / CPULGA1700","Form FactorMicro ATX","64","2","ColorGray / Black","111.80","Biostar H610MH         (0)","https://es.pcpartpicker.com/product/zcPQzy/biostar-h610mh-micro-atx-lga1700-motherboard-h610mh","null"
"1672962590-593","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/c260f3f95ce3c6ef17b2ffcdd4bbca2e.256p.jpg","ASRock B460 Phantom Gaming 4","Socket / CPULGA1200","Form FactorATX","128","4","ColorBlack","111.38","ASRock B460 Phantom Gaming 4         (3)","https://es.pcpartpicker.com/product/M39tt6/asrock-b460-phantom-gaming-4-atx-lga1200-motherboard-b460-phantom-gaming-4","(3 Ratings, 4.0 Average)"
"1672962592-594","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/c727393bc396b85afa7c01b41ddb1ea8.256p.jpg","Asus PRIME B660M-K D4","Socket / CPULGA1700","Form FactorMicro ATX","64","2","ColorSilver / Black","110.96","Asus PRIME B660M-K D4         (0)","https://es.pcpartpicker.com/product/QFzhP6/asus-prime-b660m-k-d4-micro-atx-lga1700-motherboard-prime-b660m-k-d4","null"
"1672962594-595","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/b763277f0ff72f671b15e8cf62ad7221.256p.jpg","Asus PRIME B550M-K","Socket / CPUAM4","Form FactorMicro ATX","128","4","ColorBlack / White","110.94","Asus PRIME B550M-K         (1)","https://es.pcpartpicker.com/product/96gQzy/asus-prime-b550m-k-micro-atx-am4-motherboard-prime-b550m-k","(1 Rating, 3.0 Average)"
"1672962597-596","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/55e1dfa874949b0ba8b804d3584d170c.256p.jpg","Gigabyte B550M AORUS ELITE","Socket / CPUAM4","Form FactorMicro ATX","128","4","ColorBlack / Orange","110.80","Gigabyte B550M AORUS ELITE         (5)","https://es.pcpartpicker.com/product/Kb6qqs/gigabyte-b550m-aorus-elite-micro-atx-am4-motherboard-b550m-aorus-elite","(5 Ratings, 3.8 Average)"
"1672962599-597","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/0b7246ada4c3b1f71fd7252399d47dbf.256p.jpg","Asus Pro B550M-C/CSM","Socket / CPUAM4","Form FactorMicro ATX","128","4","ColorGreen","109.60","Asus Pro B550M-C/CSM         (1)","https://es.pcpartpicker.com/product/V4NxFT/asus-pro-b550m-ccsm-micro-atx-am4-motherboard-pro-b550m-ccsm","(1 Rating, 5.0 Average)"
"1672962601-598","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","//cdna.pcpartpicker.com/static/forever/images/product/234d48de1af93682a5636e8bba4242d3.256p.jpg","ASRock B450 Pro4 R2.0","Socket / CPUAM4","Form FactorATX","128","4","ColorBlack","109.36","ASRock B450 Pro4 R2.0         (2)","https://es.pcpartpicker.com/product/wjcG3C/asrock-b450-pro4-r20-atx-am4-motherboard-b450-pro4-r20","(2 Ratings, 5.0 Average)"
"1672962603-599","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","https://m.media-amazon.com/images/I/51betQvQMRS.jpg","Biostar X470GTQ","Socket / CPUAM4","Form FactorMicro ATX","64","4","ColorBlack / Silver","108.70","Biostar X470GTQ         (0)","https://es.pcpartpicker.com/product/VPn8TW/biostar-x470gtq-micro-atx-am4-motherboard-x470gtq","null"
"1672962606-600","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=2","https://images-fe.ssl-images-amazon.com/images/I/519Ijk4KsTL.jpg","ASRock B365M Pro4","Socket / CPULGA1151","Form FactorMicro ATX","64","4","ColorBlack / Silver","107.85","ASRock B365M Pro4         (14)","https://es.pcpartpicker.com/product/Xtzkcf/asrock-b365m-pro4-micro-atx-lga1151-motherboard-b365m-pro4","(14 Ratings, 4.9 Average)"
"1672962612-601","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","//cdna.pcpartpicker.com/static/forever/images/product/9cb9dc6e305feb0de70fc9365cbd7187.256p.jpg","ASRock B660M-HDV","Socket / CPULGA1700","Form FactorMicro ATX","64","2","ColorGray / Black","107.27","ASRock B660M-HDV         (1)","https://es.pcpartpicker.com/product/4ZPQzy/asrock-b660m-hdv-micro-atx-lga1700-motherboard-b660m-hdv","(1 Rating, 4.0 Average)"
"1672962614-602","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","//cdna.pcpartpicker.com/static/forever/images/product/84c88ff577f173d87f25f0aec5ffa734.256p.jpg","Gigabyte B450 AORUS ELITE V2","Socket / CPUAM4","Form FactorATX","128","4","ColorBlack","107.00","Gigabyte B450 AORUS ELITE V2         (9)","https://es.pcpartpicker.com/product/yyGnTW/gigabyte-b450-aorus-elite-v2-atx-am4-motherboard-b450-aorus-elite-v2","(9 Ratings, 4.4 Average)"
"1672962616-603","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","//cdna.pcpartpicker.com/static/forever/images/product/f79639832cb436442335b1c9b668f5be.256p.jpg","Asus PRIME H610M-A D4","Socket / CPULGA1700","Form FactorMicro ATX","64","2","ColorSilver / Black","106.68","Asus PRIME H610M-A D4         (0)","https://es.pcpartpicker.com/product/Dft9TW/asus-prime-h610m-a-d4-micro-atx-lga1700-motherboard-prime-h610m-a-d4","null"
"1672962619-604","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","//cdna.pcpartpicker.com/static/forever/images/product/8a193ba53d750852734c95d0e71fe38f.256p.jpg","Asus PRIME H310M-K","Socket / CPULGA1151","Form FactorMicro ATX","32","2","ColorBlack / Silver","106.00","Asus PRIME H310M-K         (0)","https://es.pcpartpicker.com/product/zxRzK8/asus-prime-h310m-k-micro-atx-lga1151-motherboard-prime-h310m-k","null"
"1672962621-605","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","//cdna.pcpartpicker.com/static/forever/images/product/27393be71802700f82fcec9f6f6d7563.256p.jpg","Asus PRIME H410M-D","Socket / CPULGA1200","Form FactorMicro ATX","64","2","ColorBlack","105.88","Asus PRIME H410M-D         (0)","https://es.pcpartpicker.com/product/g6bCmG/asus-prime-h410m-d-micro-atx-lga1200-motherboard-prime-h410m-d","null"
"1672962623-606","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","//cdna.pcpartpicker.com/static/forever/images/product/1d7702d2e925a800b955ba13ffc910fd.256p.jpg","ASRock H410M-HDV","Socket / CPULGA1200","Form FactorMicro ATX","64","2","ColorBlack / Silver","105.51","ASRock H410M-HDV         (1)","https://es.pcpartpicker.com/product/JR6qqs/asrock-h410m-hdv-micro-atx-lga1200-motherboard-h410m-hdv","(1 Rating, 4.0 Average)"
"1672962626-607","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","//cdna.pcpartpicker.com/static/forever/images/product/cdf933968ed120030fb424c75188d6b7.256p.jpg","Gigabyte B550M DS3H","Socket / CPUAM4","Form FactorMicro ATX","128","4","ColorBlack / Gold","105.00","Gigabyte B550M DS3H         (22)","https://es.pcpartpicker.com/product/VyBhP6/gigabyte-b550m-ds3h-micro-atx-am4-motherboard-b550m-ds3h","(22 Ratings, 4.5 Average)"
"1672962628-608","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","https://m.media-amazon.com/images/I/51kwUOI8xJL.jpg","ASRock A320M-DVS R4.0","Socket / CPUAM4","Form FactorMicro ATX","32","2","ColorBlack / Silver","104.99","ASRock A320M-DVS R4.0         (0)","https://es.pcpartpicker.com/product/3yBhP6/asrock-a320m-dvs-r40-micro-atx-am4-motherboard-a320m-dvs-r40","null"
"1672962630-609","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","//cdna.pcpartpicker.com/static/forever/images/product/aebabc14761abc7b8d7c75e47871290d.256p.jpg","Asus TUF GAMING B450-PLUS II","Socket / CPUAM4","Form FactorATX","128","4","ColorBlack","104.90","Asus TUF GAMING B450-PLUS II         (1)","https://es.pcpartpicker.com/product/L2qBD3/asus-tuf-gaming-b450-plus-ii-atx-am4-motherboard-tuf-gaming-b450-plus-ii","(1 Rating, 4.0 Average)"
"1672962633-610","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","//cdna.pcpartpicker.com/static/forever/images/product/04af2677b64546bbac1a7a4b63e37250.256p.jpg","Asus PRIME H610M-A D4-CSM","Socket / CPULGA1700","Form FactorMicro ATX","64","2","ColorSilver / Black","103.96","Asus PRIME H610M-A D4-CSM         (0)","https://es.pcpartpicker.com/product/fRhFf7/asus-prime-h610m-a-d4-csm-micro-atx-lga1700-motherboard-prime-h610m-a-d4-csm","null"
"1672962635-611","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","//cdna.pcpartpicker.com/static/forever/images/product/b8218e0c4ec72b41e378db0418d24032.256p.jpg","Gigabyte B560M DS3H V2","Socket / CPULGA1200","Form FactorMicro ATX","128","4","ColorBlack","103.61","Gigabyte B560M DS3H V2         (0)","https://es.pcpartpicker.com/product/CmvdnQ/gigabyte-b560m-ds3h-v2-micro-atx-lga1200-motherboard-b560m-ds3h-v2","null"
"1672962637-612","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","//cdna.pcpartpicker.com/static/forever/images/product/cda08202f43f32e123a0d38807caf5a3.256p.jpg","MSI B560M-A PRO","Socket / CPULGA1200","Form FactorMicro ATX","64","2","ColorBlack","103.00","MSI B560M-A PRO         (2)","https://es.pcpartpicker.com/product/HpH7YJ/msi-b560m-a-pro-micro-atx-lga1200-motherboard-b560m-a-pro","(2 Ratings, 4.0 Average)"
"1672962639-613","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","//cdna.pcpartpicker.com/static/forever/images/product/7e7bdad3a3eb9ab8d62dea6d6cd5d268.256p.jpg","ASRock A520M Pro4","Socket / CPUAM4","Form FactorMicro ATX","128","4","ColorBlack / Silver","101.78","ASRock A520M Pro4         (0)","https://es.pcpartpicker.com/product/2pwkcf/asrock-a520m-pro4-micro-atx-am4-motherboard-a520m-pro4","null"
"1672962642-614","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","//cdna.pcpartpicker.com/static/forever/images/product/b6ef672b629544795b9cab28ccecf57b.256p.jpg","ASRock B250 Pro4","Socket / CPULGA1151","Form FactorATX","64","4","ColorBlack / White","101.58","ASRock B250 Pro4         (3)","https://es.pcpartpicker.com/product/FzGj4D/asrock-b250-pro4-atx-lga1151-motherboard-b250-pro4","(3 Ratings, 5.0 Average)"
"1672962644-615","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","//cdna.pcpartpicker.com/static/forever/images/product/36cb6e0f2c30c74739c77e05c1055151.256p.jpg","MSI B350M BAZOOKA","Socket / CPUAM4","Form FactorMicro ATX","64","4","ColorBlack / White","101.40","MSI B350M BAZOOKA         (9)","https://es.pcpartpicker.com/product/jXcMnQ/msi-b350m-bazooka-micro-atx-am4-motherboard-b350m-bazooka","(9 Ratings, 4.2 Average)"
"1672962646-616","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","//cdna.pcpartpicker.com/static/forever/images/product/7efa2683a7cca4cd7b4fda2e7656bab5.256p.jpg","Biostar B550MH","Socket / CPUAM4","Form FactorMicro ATX","64","2","ColorBlack","101.39","Biostar B550MH         (0)","https://es.pcpartpicker.com/product/XPbCmG/biostar-b550mh-micro-atx-am4-motherboard-b550mh","null"
"1672962649-617","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","//cdna.pcpartpicker.com/static/forever/images/product/11ea676aa40218876173f6fa1020ba00.256p.jpg","Gigabyte B360 HD3","Socket / CPULGA1151","Form FactorATX","64","4","ColorSilver / Black","101.13","Gigabyte B360 HD3         (2)","https://es.pcpartpicker.com/product/yqBTwP/gigabyte-b360-hd3-atx-lga1151-motherboard-b360-hd3","(2 Ratings, 4.5 Average)"
"1672962651-618","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","//cdna.pcpartpicker.com/static/forever/images/product/6fb7dceb9d17279c983640fca2ff76e6.256p.jpg","ASRock H610M-HDV","Socket / CPULGA1700","Form FactorMicro ATX","64","2","ColorGray / Black","100.27","ASRock H610M-HDV         (1)","https://es.pcpartpicker.com/product/Ldwypg/asrock-h610m-hdv-micro-atx-lga1700-motherboard-h610m-hdv","(1 Rating, 5.0 Average)"
"1672962653-619","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","//cdna.pcpartpicker.com/static/forever/images/product/2d6aec01983abcfd48c2d450cc27ce1b.256p.jpg","Asus PRIME B450-PLUS","Socket / CPUAM4","Form FactorATX","64","4","ColorBlack / Silver","99.97","Asus PRIME B450-PLUS         (16)","https://es.pcpartpicker.com/product/Fk7v6h/asus-prime-b450-plus-atx-am4-motherboard-prime-b450-plus","(16 Ratings, 4.3 Average)"
"1672962655-620","https://es.pcpartpicker.com/products/motherboard/#sort=price&page=1","//cdna.pcpartpicker.com/static/forever/images/product/1f0554325b14977daff3553e509503c7.256p.jpg","Gigabyte B360M D2V","Socket / CPULGA1151","Form FactorMicro ATX","32","2","ColorSilver / Black","99.91","Gigabyte B360M D2V         (0)","https://es.pcpartpicker.com/product/XYQG3C/gigabyte-b360m-d2v-micro-atx-lga1151-motherboard-b360m-d2v","null"
